class,threshold,tp,fp,fn,precision,recall,f1,jaccard,fp_per_image,fn_per_image
Leucocyte,0.7099999785423279,384,6,188,0.9846153846153847,0.6713286713286714,0.7983367983367984,0.6643598615916955,0.11320754716981132,3.547169811320755
Leucocyte,0.7200000286102295,379,4,193,0.9895561357702349,0.6625874125874126,0.793717277486911,0.6579861111111112,0.07547169811320754,3.641509433962264
Leucocyte,0.7300000190734863,373,4,199,0.9893899204244032,0.6520979020979021,0.7860906217070601,0.6475694444444444,0.07547169811320754,3.7547169811320753
Leucocyte,0.7400000095367432,366,4,206,0.9891891891891892,0.6398601398601399,0.7770700636942676,0.6354166666666666,0.07547169811320754,3.8867924528301887
Leucocyte,0.75,356,4,216,0.9888888888888889,0.6223776223776224,0.7639484978540773,0.6180555555555556,0.07547169811320754,4.0754716981132075
Leucocyte,0.7599999904632568,351,2,221,0.9943342776203966,0.6136363636363636,0.7589189189189189,0.6114982578397212,0.03773584905660377,4.169811320754717
Leucocyte,0.7699999809265137,339,2,233,0.9941348973607038,0.5926573426573427,0.7426067907995619,0.5905923344947736,0.03773584905660377,4.39622641509434
Leucocyte,0.7799999713897705,329,1,243,0.996969696969697,0.5751748251748252,0.7294900221729491,0.5741710296684118,0.018867924528301886,4.584905660377358
Leucocyte,0.7900000214576721,311,1,261,0.9967948717948718,0.5437062937062938,0.7036199095022625,0.5427574171029669,0.018867924528301886,4.9245283018867925
Leucocyte,0.800000011920929,297,1,275,0.9966442953020134,0.5192307692307693,0.6827586206896552,0.518324607329843,0.018867924528301886,5.188679245283019
Leucocyte,0.8100000023841858,285,1,287,0.9965034965034965,0.4982517482517482,0.6643356643356644,0.4973821989528796,0.018867924528301886,5.415094339622642
Leucocyte,0.8199999928474426,267,1,305,0.996268656716418,0.46678321678321677,0.6357142857142857,0.46596858638743455,0.018867924528301886,5.754716981132075
Leucocyte,0.8299999833106995,255,1,317,0.99609375,0.4458041958041958,0.6159420289855072,0.44502617801047123,0.018867924528301886,5.981132075471698
Leucocyte,0.8399999737739563,245,1,327,0.9959349593495935,0.42832167832167833,0.5990220048899755,0.42757417102966844,0.018867924528301886,6.169811320754717
Leucocyte,0.8500000238418579,222,1,350,0.9955156950672646,0.3881118881118881,0.5584905660377358,0.387434554973822,0.018867924528301886,6.60377358490566
Leucocyte,0.8600000143051147,197,1,375,0.9949494949494949,0.34440559440559443,0.5116883116883116,0.343804537521815,0.018867924528301886,7.0754716981132075
Leucocyte,0.8700000047683716,161,0,411,1.0,0.28146853146853146,0.4392905866302865,0.28146853146853146,0.0,7.754716981132075
